"unique_reserve","closed_n","closed_mean","closed_sd","closed_se","open_n","open_mean","open_sd","open_se","es","var","variable","mpa_area","mpa_year_founded","mpa_isolation","mpa_compliance","Average.of.set_latitude","Average.of.set_longitude","Min.of.set_date","mpa_age","region_name","location_name","site","location_id","trip_year","PI","Average.of.depth","Average.of.visibility","Average.of.substrate_relief_mean","Average.of.set_productivity_2017ave","Average.of.hard_coral","Average.of.unconsolidated","Average.of.macroalgae","Average.of.soft_coral","Average.of.consolidated","Average.of.local_population_2010","Average.of.local_population_2015","Average.of.population_proporationaldifference_2010.15","Live_Coral","Shark_Protection_Status","Shark_fishing_restrictions","Shark_fishing_restrictions_cat","Shark_gears","Average.of.set_productivity_2017ave.1","Average.of.local_population_2010.1","Average.of.local_population_2015.1","Average.of.population_proporationaldifference_2010.15.1","Average.of.Grav_NC","Average.of.Grav_Total","Average.of.Grav_Cities","Average.of.Grav_NP","trip_id","Fisheries_Management","Unique_ID","FP_location_name","CoastLength","FP_location_code","EPI","Ehealth","EcoVitality","EPI_location_name","TradeHub","GINI_location_name","GINI_year","GINI","HDI_location_name","HDI_year","HDI","WGI_location_name","Voice_Accountability_year","Voice_Accountability","Government_Effectiveness_year","Government_Effectiveness","Regulatory_Quality_year","Regulatory_Quality","Rule_of_Law_year","Rule_of_Law","Control_Corruption_year","Control_Corruption","GDP_location_name","GDP_year","GDP_per_capita_USD","Population_location_name","Population_year","Population","SAUP_EEZ_name","Catch_year","Total_catch_tonnes","Total_catch_reported_only","Total_catch_value","Reef_catch_tonnes","Reef_catch_value","Tuna_catch_tonnes","Tuna_catch_value","Reefshark_catch_tonnes","Reefshark_catch_value","Shark_catch_tonnes","Shark_catch_value","Bechedemer_catch_tonnes","Bechedemer_catch_value","colin_SAUP_reef_sharks_catch_2016.2014","tax_haven","Shark_Sanctuary","log_mpa_area","log_GDP_per_capita_USD","sqrt_mpa_age","sqrt_Average.of.depth","sqrt_live_coral","log_Average.of.Grav_NC","log_Average.of.Grav_NP","log_Grav_Total_Plus_min","log_Reefshark_catch_tonnes","log_Average.of.local_population_2015","response"
"Pigeon Island",49,0.159757142857143,0.353553390593274,0.0505076272276105,54,0.0169,0.13,0.0169,2.2463411830498,1.19572275797801,"reef associated",4.71,2003,"<20km to next reef","medium",8.718261353,81.2048888,"28/04/2017",14.33150685,"Indian Ocean","Sri Lanka","Pigeon Island",81,2017,"Meekan",8.584761905,8.144230769,1.754936538,0.33450625,13.27884615,29.53846154,0,14.27884615,42.28846154,3293042.139,3359844.853,0.020275097,27.55769231,"Closed","Area","Limited","Unknown",0.33450625,3293042.139,3359844.853,0.020275097,223.5679946,767.03448276,246.3920065,1.068227466,"FP_2017_LK_02","None",61,"Sri Lanka",1340,"LK",60.61,64.7,57.88,"Sri Lanka",1,"Sri Lanka",2016,39.8,"Sri Lanka",2015,0.766,"Sri Lanka",2016,-0.109626882,2016,-0.212067991,2016,-0.102120839,2016,-0.007208326,2016,-0.281133145,"Sri Lanka",2016,3909.989066,"Sri Lanka",2016,21203000,"Sri Lanka","2009-2014",616737.3633,383840.9719,727110059,77694.93669,141784640.9,27536.41082,38225301.15,5858.680244,3056793.692,26452.95315,21009988.06,111.6490044,120245.9777,"227588.8471",0,0,1.54968790802833,8.27128985655606,3.78569767017917,2.92997643420557,5.24954210479352,5.40971559418437,0.0660007010063801,6.64253175832278,8.67567964287203,15.0274053561709,2.2463411830498
"Saba",20,0.3,0.470162345981627,0.105131496607569,52,0.230769230769231,0.425435629811517,0.0589973068344131,0.262364264467491,0.188166494668043,"reef associated",6,1999,">20km to next reef","high",17.62310167,-63.259065,"24/07/2012",13.56986301,"Western Atlantic","Dutch Caribbean","Saba",110,2012,"Heithaus",24.3,9.35,2.349542667,0.150580729,0.306666667,45.41333333,0,19.74666667,29.85333333,357962.822,379029.2719,0.058810341,20.05333333,"Closed","Area","Limited","None",0.150580729,357962.822,379029.2719,0.058810341,1.58984722,11.04535233,2.029046276,1.00238087,"L_2012_DC_01","None",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,1.79175946922805,10.1395362870026,3.68372949739798,4.9295030175465,4.47809483262693,0.463637923565073,0.00237804021969098,2.40200973586534,0.00554766620395005,12.8453687156468,0.262364264467491
"Sandals Boscobel",4,0.0169,0.13,0.0169,6,0.0169,0.13,0.0169,0,24.65483234714,"reef associated",0.99,2010,"continuous","high",18.41046466,-76.9845927,"30/11/2017",7.8,"Western Atlantic","Jamaica","Jamaica",7,2017,"Chapman",8.05,9.25,1.522775,0.094974584,27.25,33.75,0,0,38.25,3797151.511,3862187.818,0.017127657,27.25,"Open",NA,"Limited","Hook & Line; Drumline; Longline; Seine; Gillnet; Trawl; Spear; Trap",0.094974584,3797151.511,3862187.818,0.017127657,13.71521601,377.85801216,148.1113472,9.434920586,"FP_2017_JM_02","Ineffective",32,"Jamaica PB",0,"JM",58.58,68.48,51.98,"Jamaica",0,"Jamaica",2004,45.5,"Jamaica",2015,0.73,"Jamaica",2016,0.685919404,2016,0.412154436,2016,0.163832545,2016,-0.251835763,2016,-0.16090095,"Jamaica",2016,4878.575791,"Jamaica",2016,2881355,"Jamaica","2009-2014",33552.15714,15711.5237,54248456.52,9735.157339,28389544.31,68.21416724,94506.66016,1,0,838.6138235,1229407.865,0,0,"7789.302507",1,0,-0.0100503358535015,8.49260861014527,2.79284800875379,2.83725219182222,5.22015325445528,2.6185058741744,2.24441776182696,5.93451849584692,0,15.1667443731029,0
"Santo Domingo",40,0.0419,0.158113883008419,0.025,44,0.0169,0.13,0.0169,0.907972204999064,1.70081065478808,"reef associated",26,1986,">20km to next reef","medium",18.4252,-69.68394425,"14/07/2017",31.55342466,"Western Atlantic","Dominican Republic","Dominican Republic",122,2017,"Heithaus",16.30952381,9.049180328,1.572646667,1.072729894,5.672131148,44.72131148,1.967213115,11.04918033,32.01639344,9363110.218,10695357.8,0.142298832,16.72131148,"Closed","Area","Limited","Hook & Line; Gillnet; Longline; Trawl; Seine",1.072729894,9363110.218,10695357.8,0.142298832,2440.789867,2804.86781576,2644.560467,30.61256536,"FP_2017_DR_01","None",18,"Dominican Republic",1288,"BM",64.71,64.86,64.61,"Dominican Republic",0,"Dominican Republic",2016,45.7,"Dominican Republic",2015,0.722,"Dominican Republic",2016,0.19,2016,-0.25,2016,-0.07,NA,NA,NA,NA,"Dominican Republic",2016,6722.223536,"Dominican Republic",2016,10648791,"Dominican Republic","2009-2014",50053.80538,13087.80002,97924764.35,18045.1724,48603773.42,350.9077553,674902.2612,1146.206931,893261.406,3393.656164,3172952.191,0,0,"",0,1,3.25809653802148,8.81317426212071,5.61724351083341,4.03850514547153,4.0891700233666,7.80007698188614,3.42141055735155,7.93911169234016,7.04421344903706,16.1853203548245,0.907972204999064
"Sipadan",21,2.87404285714286,3.07059789431495,0.67005939426049,64,0.0169,0.13,0.0169,5.13616135661785,0.978911290715257,"reef associated",4,2004,">20km to next reef","low",4.115229166,118.62952,"9/12/2015",11.92,"Coral Triangle","Malaysia","Semporna South",100,2015,"Simpfendorfer",24.5175,8.25,2.407794872,0.217756818,29.87179487,6.205128205,0,29.48717949,31.79487179,1141914.013,1324145.766,0.159574536,28.09649123,"Closed","Area","Limited","Spear; Hook & Line",0.217756818,1141914.013,1324145.766,0.159574536,1.295782321,22.60591133,0.322149769,1.001205644,"FP_2015_MY_01_SSS_016","Ineffective",37,"Malaysia",4675,"MY",59.22,66.63,54.28,"Malaysia",1,"Malaysia",2015,41,"Malaysia",2015,0.789,"Malaysia",2016,-0.467914581,2016,0.881595492,2016,0.711715162,2016,0.535256743,2016,0.111187063,"Malaysia",2016,9508.23775,"Malaysia",2016,31187265,"Malaysia (Peninsula East), Malaysia (Peninsula West), Malaysia (Sarawak), Malaysia (Sabah)","2009-2014",3177564.4,1444143.601,4953861612,882222.1754,1865215396,49203.65299,109901946.1,784.6639212,1148851.308,50385.43592,60958774.67,0,0,"#N/A",1,0,1.38629436111989,9.15991383342619,3.45253530032641,4.95151491969882,5.30061234481451,0.259114621631496,0.00120491779491046,3.11821143535087,6.66525550025049,14.0962781045852,5.13616135661785
"South Eustatius",19,0.315789473684211,0.477566932940919,0.109561368392954,39,0.358974358974359,0.58432054501381,0.0935661701034437,-0.128175193423998,0.188308071766718,"reef associated",27.3,1996,"continuous","medium",17.46321667,-62.97785753,"4/03/2013",17.18356164,"Western Atlantic","Dutch Caribbean","Saba",110,2018,"Heithaus",17,9.333333333,2.532764706,0.16171875,0.104477612,20.97014925,0,39.20895522,36.34328358,342694.3274,368430.5523,0.075111322,39.31343284,"Restricted","Gear","Limited","Hook & Line; Spear; Trap",0.16171875,342694.3274,368430.5523,0.075111322,4.912894042,22.83448276,5.258294721,1.122830759,"L_2013_DC_01","Effective",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,3.30688670219091,10.1395362870026,4.14530597664394,4.12310562561766,6.27004249108409,1.59186318609052,0.11585296003595,3.12827179518708,0.00554766620395005,12.817007512335,-0.128175193423998
"South Monte",29,0.482758620689655,0.911070393045315,0.169181524739649,29,0.620689655172414,0.862462964150937,0.160155351793191,-0.251314428280906,0.189391894323867,"reef associated",280,2007,"continuous","high",-20.48267886,115.5193943,"29/10/2014",7.830136986,"Indian Ocean","Australia-Indian Ocean","Montebellos",85,2014,"Harvey",9.978082192,3.281690141,1.678453521,1.111130303,4.788732394,22.12676056,44.81690141,8.295774648,17.83098592,31890.42298,31896.0576,0.000176644,13.08450704,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",1.111130303,31900.01289,31905.6504,0.000176686,1.093196165,0.03448276,0,1.00182401,"LH_2014_AU-I_04","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,5.63478960316925,10.8148725806984,2.79823819322087,3.15881024944519,3.61725131004192,0.0891056670158605,0.00182234851383139,-3.36729578998647,6.92890972255499,10.3702376949286,-0.251314428280906
"South Muiron",8,1.125,0.640869944461656,0.226581741793741,19,0.736842105263158,0.805681579172283,0.184836030751802,0.423164685207565,0.103489543965734,"reef associated",19.29,2005,">20km to next reef","high",-21.66727245,114.3338325,"14/05/2014",9.369863014,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2014,"Harvey",9.657142857,4.161290323,1.873,0.359888961,3,19.51612903,6.451612903,37.09677419,33.74193548,4982.790788,4983.103566,6.276e-05,40.09677419,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.359712627,4983.776031,4984.089362,6.29e-05,1.115145161,0.256704982,0,1.000469894,"LH_2014_AU-I_02","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.95958682691764,10.8148725806984,3.06102319723324,3.10759438424644,6.33220136998185,0.108984585675867,0.000469783634386537,-1.35982778342426,6.92890972255499,8.51380818193056,0.423164685207565
"SR-18-2007",15,0.133333333333333,0.351865775274498,0.0908513525158996,14,0.357142857142857,0.497245158098847,0.132894358488438,-0.985283603361107,0.602747252747253,"reef associated",17,2004,"<20km to next reef","high",-18.59618067,146.4840653,"26/04/2018",14.3260274,"Pacific","Australia-Pacific","Mid GBR",73,2018,"Heupel",13.60344828,3.689655172,1.39257931,0.359013636,5.068965517,16.89655172,0,16.34482759,57.34482759,288127.7154,288162.2995,0.000120031,21.4137931,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line; Gillnet",0.359013636,288127.7154,288162.2995,0.000120031,4.633642009,8.068965519,5.179816521,1.000551813,"FP_2018_AU-P_01","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.83321334405622,10.8148725806984,3.78497389687168,3.68828527638522,4.62750398162984,1.53334316989696,0.000551660807191878,2.08802528558918,6.92890972255499,12.5712791403196,-0.985283603361107
"St Maarten French",36,0.333333333333333,0.792824967172092,0.132137494528682,42,0.119047619047619,0.327770067561568,0.0505760194420511,1.02961941718116,0.337630662020906,"reef associated",29,1998,"<20km to next reef","medium",18.08713205,-63.00862692,"4/03/2015",17.18082192,"Western Atlantic","Dutch Caribbean","Saba",110,2015,"Heithaus",22.47,7.719512195,1.683730769,0.139113715,0,30.81818182,3.194805195,3.584415584,28.49350649,246537.2813,265639.935,0.078246959,3.584415584,"Restricted","Gear; Species; Bag","Moderate","Longline; Gillnet; Spear; Hook & Line; Seine; Trap",0.139113715,246537.2813,265639.935,0.078246959,1.68087315,99.23448276,2.210457008,2.700128542,"L_2015_DC_01","Effective",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,3.36729582998647,10.1395362870026,4.14497550294329,4.74025315779653,1.8932552875933,0.519313390544053,0.9932993800252,4.59748556235674,0.00554766620395005,12.4898970429626,1.02961941718116
"Sunday Island",4,0.75,0.957427107756338,0.478713553878169,5,0.2,0.447213595499958,0.2,1.32175583998232,1.40740740740741,"reef associated",19.29,2005,">20km to next reef","high",-21.70238746,114.4242776,"13/05/2014",9.367123288,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2014,"Harvey",9.54,2.5,1.4592875,0.359095455,0,39.75,0,0,59.25,5220.136825,5220.511567,7.12e-05,0,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.359095455,5234.450645,5234.829377,7.17e-05,1.116441053,0.03448276,0,1.000349569,"LH_2014_AU-I_02","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.95958682691764,10.8148725806984,3.06057564650835,3.0886890422961,0,0.110145994666061,0.00034950791499226,-3.36729578998647,6.92890972255499,8.56035067741586,1.32175583998232
"Tanikely",42,0.0952380952380952,0.370202568775516,0.0571234965266339,50,0.12,0.328260722659316,0.0464230765979198,-0.231111720963387,0.509415961506554,"reef associated",1.01,2010,"<20km to next reef","high",-13.48293178,48.23497209,"19/05/2016",6.383561644,"Indian Ocean","Madagascar","Tanikely",97,2016,"Heithaus",18.28924731,7.674418605,2.260446512,0.126477273,11.11627907,61.79069767,0,6.418604651,18.88372093,892413.8076,1115302.503,0.250094596,8,"Restricted","Gear","Limited","Spear; Hook & Line; Seine; Trap",0.126477273,855228.8034,1070729.76,0.252211372,1.703512628,59.71702244,1.214783319,1.306392647,"FP_2016_MG_01","Ineffective",36,"Madagascar",4828,"MG",33.73,42.39,27.96,"Madagascar",1,"Madagascar",2013,42.6,"Madagascar",2015,0.512,"Madagascar",2016,-0.269111484,2016,-1.166461468,2016,-0.689779401,2016,-0.735542536,2016,-0.903342247,"Madagascar",2016,401.7422696,"Madagascar",2016,24894551,"Madagascar","2009-2014",163116.7014,117631.113,338985723.1,40527.86569,119652523.3,25069.31497,53703602.89,1042.630991,897752.4784,13788.03481,23490292.82,1430.2,1527453.6,"#N/A",0,0,0.00995033085316809,5.99581076261545,2.5265711238752,4.27659295584698,2.82842712474619,0.532692371064698,0.267269634213698,4.08961711275419,6.94950259661888,13.9246362292193,-0.231111720963387
"Techobanine",8,0.0169,0.13,0.0169,50,0.1569,0.350509832753866,0.0495695759225642,-2.22829503780996,7.49626210904821,"reef associated",74,2009,"continuous","medium",-26.6211375,32.91145417,"1/06/2017",7.88,"Indian Ocean","Mozambique","Southern Mozambique",69,2017,"Meekan",19.6125,8.5,2.614771429,0.1865,22,13.125,0.75,13.125,50.25,4062464.998,4503552.103,0.108448269,35.125,"Closed","Species; Gear","Extensive","Hook & Line",0.1865,4062464.998,4503552.103,0.108448269,35.20799299,152.03448276,63.5737114,1.001024482,"FP_2017_ZA_01","Effective",44,"Mozambique",1235,"MZ",46.37,46.36,46.37,"Mozambique",0,"Mozambique",2014,54,"Mozambique",2015,0.418,"Mozambique",2016,-0.393606186,2016,-0.852751672,2016,-0.704601526,2016,-1.018081427,2016,-0.865561306,"Mozambique",2016,382.0693304,"Mozambique",2016,28829476,"Mozambique","2009-2014",160413.1229,144032.9983,218804921,27614.30729,89099910.82,4639.631511,12628003.64,23.21207303,21003.15717,962.0229822,1778054.532,0,0,"10856.60043",0,0,4.30406509320417,5.9456020853324,2.80713376952364,4.42860023032109,5.92663479556485,3.56127313040629,0.00102395757646031,5.02410735538054,3.14467253254089,15.320376999585,-2.22829503780996
"Tetaiuo",11,3.18181818181818,3.40053471731085,1.02529979489976,30,1.56666666666667,2.22343836454253,0.405942449160779,0.70850256864314,0.170975867707724,"reef associated",1.08,2007,"continuous","high",-17.53082857,-149.9199411,"18/11/2016",9.887671233,"Pacific","French Polynesia","Moorea",92,2016,"Heithaus",16.625,10,4.014987324,0.054785606,83.16901408,0,0,0,16.53521127,285122.4938,303873.8044,0.065765797,83.16901408,"Closed","Area","Extensive","Trap; Longline; Hook & Line",0.054785606,285110.5301,303860.7409,0.065764699,4.537386672,36.27448276,3.537386672,1.110519444,"FP_2016_PF_01","Effective",24,"French Polynesia",2525,"PF",NA,NA,NA,"",0,"France",2015,32.7,"France",2015,0.897,"France",2016,1.076472402,2016,1.406624436,2016,1.070249557,2016,1.406672239,2016,1.366199851,"French Polynesia",2000,14530.7772,"French Polynesia",2016,280208,"French Polynesia","2009-2014",29235.41665,18956.33096,106042129.9,10640.09775,55265982.56,10888.97373,33368026.93,191.8007383,279713.8824,2501.781781,3727013.597,207.2,303755.2,"2693.88793",0,1,0.0769610411361284,9.58402424446624,3.14446676449283,4.07737660757502,9.1197047145179,1.5123512234113,0.104827873429137,3.59111453981263,5.25645701176414,12.6243677770981,0.70850256864314
"Tiahura",7,3.85714285714286,3.23669437485075,1.22335548368239,36,4.02777777777778,4.05311951190411,0.675519918650684,-0.0432880870154486,0.128722840131422,"reef associated",3.1,2007,"continuous","medium",-17.48301313,-149.90264,"16/11/2016",9.882191781,"Pacific","French Polynesia","Moorea",92,2016,"Heithaus",13.55140187,9.5,3.877837097,0.054785606,81.56451613,4,0,0,13.62903226,285928.3281,304734.2066,0.065771319,81.56451613,"Closed","Area","Extensive","Trap; Longline; Hook & Line",0.054785606,285992.702,304802.7079,0.065770948,5.581214809,60.19321292,4.581214809,1.73322253,"FP_2016_PF_01","Effective",24,"French Polynesia",2525,"PF",NA,NA,NA,"",0,"France",2015,32.7,"France",2015,0.897,"France",2016,1.076472402,2016,1.406624436,2016,1.070249557,2016,1.406672239,2016,1.366199851,"French Polynesia",2000,14530.7772,"French Polynesia",2016,280208,"French Polynesia","2009-2014",29235.41665,18956.33096,106042129.9,10640.09775,55265982.56,10888.97373,33368026.93,191.8007383,279713.8824,2501.781781,3727013.597,207.2,303755.2,"2693.88793",0,1,1.1314021114911,9.58402424446624,3.14359535897991,3.68122287697988,9.03130755372665,1.71940646040443,0.549982409875982,4.09755960376621,5.25645701176414,12.6271952218825,-0.0432880870154486
"Tubbataha",89,1.04494382022472,1.52933521177987,0.162109208230574,59,0.0169491525423729,0.130188910980824,0.0169491525423729,4.12150056732684,1.02406741714754,"reef associated",970.3,1988,">20km to next reef","high",8.787675506,119.7944075,"15/04/2016",28.30684932,"Coral Triangle","Philippines","Tubbataha",74,2016,"Simpfendorfer",13.66201117,8.545977011,1.729392442,0.177971199,29.82758621,29.83908046,1.408045977,8.166666667,26.67816092,456398.0629,481638.3008,0.098346686,37.99425287,"Restricted","Species","Limited","Hook & Line; Longline; Drumline; Gillnet; Spear; Trap",0.180171452,531041.192,558752.4434,0.09201328,1.3031365,39.85205033,0,1.653416826,"FP_2016_PH_01","Ineffective",52,"Philippines",36289,"PH",57.65,55.64,58.99,"Philippines",1,"Philippines",2015,40.1,"Philippines",2015,0.682,"Philippines",2016,0.143323645,2016,-0.012589766,2016,-0.004051456,2016,-0.395716161,2016,-0.528784275,"Philippines",2016,2951.071929,"Philippines",2016,103320222,"Philippines","2009-2014",2047134.095,873926.0578,2702195154,307193.9999,728075810.2,209017.9654,259626421.2,84.22986061,122014.9757,2977.747608,6021153.131,0,0,"15628.5883",1,0,6.87760530203125,7.98992374909523,5.3204181527395,3.69621579050791,6.16394783154433,0.264774050906138,0.502843950390439,3.68517385510463,4.43354949745234,13.0849486980537,4.12150056732684
"Wallabi",9,0.222222222222222,0.666666666666667,0.222222222222222,14,0.0714285714285714,0.267261241912424,0.0714285714285714,1.13497993283898,2,"reef associated",27.44,1994,"continuous","high",-28.469923,113.778878,"13/05/2015",21.37534247,"Indian Ocean","Australia-Indian Ocean","Abrolhos",85,2015,"Harvey",14.95365854,4.052631579,1.979444737,0.370633333,22.47368421,20.02631579,31.42105263,0,25.81578947,63274.00811,63279.39172,8.51e-05,22.47368421,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.370633333,63302.09609,63307.48062,8.51e-05,4.018654633,3.03448276,3.078012245,1.0000881,"LH_2015_AU-I_01","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,3.31200180285768,10.8148725806984,4.62334753939178,3.86699606154441,4.74064175086032,1.390947178209,8.80961194228419e-05,1.11004098494628,6.92890972255499,11.0553149898795,1.13497993283898
"Winderabandi",6,0.5,0.547722557505166,0.223606797749979,4,0.5,1,0.5,0,1.2,"reef associated",55.26,2005,"continuous","high",-22.45191667,113.7074667,"19/08/2015",10.63561644,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",9.518181818,8.9,3.49548,0.25005124,40.8,7,1,0,50.6,4248.160522,4248.178066,4.13e-06,40.8,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.251538182,4246.864057,4246.881134,4.018e-06,1.132740784,1.93448276,0,1.613658535,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,4.01204931949527,10.8148725806984,3.26122928356778,3.08515507195343,6.38748776906852,0.124640168579685,0.478503983028661,0.659839983255189,6.92890972255499,8.35424547965154,0
"Abrolhos",62,0.268064516129032,1.53575403459858,0.195040957435075,28,0.01,0.1,0.01,3.2886425903703,4.1008152157537,"sharks",913,1983,"<20km to next reef","high",-17.96898243,-38.70319914,"23/01/2018",35.08493151,"Western Atlantic","Brazil","Abrolhos",75,2018,"Chapman",14.56451613,4.387096774,1.212001695,0.32036,1.9,28.08333333,35.21666667,1.666666667,24.65,620057.3729,669802.8831,0.080361873,3.738095238,"Restricted","Species","Limited","Hook & Line; Drumline; Longline; Seine; Gillnet; Trawl; Spear; Trap",0.32036,620057.3729,669802.8831,0.080361873,1.637553921,22.35706341,0.637553921,1.067485128,"FP_2018_BR_01","Ineffective",10,"Brazil",7491,"BR",60.7,67.44,56.21,"Brazil",1,"Brazil",2018,53.3,"Brazil",2015,0.754,"Brazil",2016,0.46903652,2016,-0.175861731,2016,-0.20738399,2016,-0.08087071,2016,-0.443444788,"Brazil",2016,8649.948492,"Brazil",2016,207652865,"Brazil (mainland), Fernando de Noronha (Brazil), Trindade & Martim Vaz Isl. (Brazil), St Paul and St. Peter Archipelago (Brazil)","2009-2014",889528.7905,539584.6563,2322749048,142139.9832,565454652.2,40052.56601,112772900.8,375.0858229,616004.2956,87841.47616,206236483.4,0,0,"#N/A",0,0,6.81673588059497,9.06530864522611,5.92325345650513,3.81634853361168,1.93341543337173,0.493203616840089,0.0653055344076716,3.10714230737225,5.92715486085238,13.4147387437522,3.2886425903703
